,dataset,model,data balancing technique,fold,precision_1,precision_2,recall_1,recall_2,f1-score_1,f1-score_2,support_1,support_2,TP,FP,TN,FN
0,DF5,BaggedTreeClassifier,None,1,0.9923664122137404,0.9948805460750854,0.9991765028822399,0.9541734860883797,0.9957598139789359,0.9741019214703426,3643.0,611.0,3640,28,583,3
1,DF5,BaggedTreeClassifier,None,2,0.994249726177437,0.9983388704318937,0.9997246696035242,0.9662379421221865,0.9969796814936848,0.9820261437908497,3632.0,622.0,3631,21,601,1
2,DF5,BaggedTreeClassifier,None,3,0.9936743674367436,0.9983818770226537,0.9997232982844494,0.9640625,0.9966896551724138,0.9809220985691575,3614.0,640.0,3613,23,617,1
3,DF5,BaggedTreeClassifier,None,4,0.9895747599451303,0.9950738916256158,0.9991689750692521,0.9409937888198758,0.9943487250172295,0.9672785315243416,3610.0,644.0,3607,38,606,3
4,DF5,BaggedTreeClassifier,None,5,0.9925722145804676,0.9919224555735057,0.9986161084970938,0.9578783151326054,0.9955849889624725,0.9746031746031746,3613.0,641.0,3608,27,614,5
5,DF5,BaggedTreeClassifier,None,6,0.9928532160527762,0.9983739837398374,0.9997232216994187,0.959375,0.996276375672321,0.9784860557768925,3613.0,640.0,3612,26,614,1
6,DF5,BaggedTreeClassifier,None,7,0.9917149958574979,0.9968354430379747,0.9994433620929585,0.9545454545454546,0.995564180759634,0.9752321981424149,3593.0,660.0,3591,30,630,2
7,DF5,BaggedTreeClassifier,None,8,0.9927917937344053,0.9969040247678018,0.9994418085403294,0.9611940298507463,0.996105702364395,0.9787234042553192,3583.0,670.0,3581,26,644,2
8,DF5,BaggedTreeClassifier,None,9,0.9922630560928434,1.0,1.0,0.9577039274924471,0.996116504854369,0.978395061728395,3591.0,662.0,3591,28,634,0
9,DF5,BaggedTreeClassifier,None,10,0.9931205283434232,0.9967689822294022,0.9994461368042094,0.9610591900311527,0.9962732919254658,0.978588421887391,3611.0,642.0,3609,25,617,2
10,DF5,BaggedTreeClassifier,SMOTE,1,0.992639040348964,0.9965870307167235,0.9994510019214933,0.955810147299509,0.9960333743673916,0.9757727652464495,3643.0,611.0,3641,27,584,2
11,DF5,BaggedTreeClassifier,SMOTE,2,0.9961559582646897,0.9934640522875817,0.998898678414097,0.977491961414791,0.9975254330492164,0.9854132901134522,3632.0,622.0,3628,14,608,4
12,DF5,BaggedTreeClassifier,SMOTE,3,0.9953103448275862,0.9904610492845787,0.9983397897066962,0.9734375,0.9968227655753557,0.9818754925137904,3614.0,640.0,3608,17,623,6
13,DF5,BaggedTreeClassifier,SMOTE,4,0.99366391184573,0.9951923076923077,0.9991689750692521,0.9642857142857143,0.9964088397790054,0.9794952681388013,3610.0,644.0,3607,23,621,3
14,DF5,BaggedTreeClassifier,SMOTE,5,0.9944903581267218,0.9951923076923077,0.9991696650982563,0.968798751950078,0.9968245202264255,0.9818181818181818,3613.0,641.0,3610,20,621,3
15,DF5,BaggedTreeClassifier,SMOTE,6,0.9950399559107193,0.9967948717948718,0.9994464433988375,0.971875,0.9972383319524993,0.9841772151898734,3613.0,640.0,3611,18,622,2
16,DF5,BaggedTreeClassifier,SMOTE,7,0.9925393755180989,0.998422712933754,0.9997216810464793,0.9590909090909091,0.9961175818080976,0.9783616692426585,3593.0,660.0,3592,27,633,1
17,DF5,BaggedTreeClassifier,SMOTE,8,0.9955506117908788,0.9954337899543378,0.999162712810494,0.9761194029850746,0.9973533918373032,0.9856819894498868,3583.0,670.0,3580,16,654,3
18,DF5,BaggedTreeClassifier,SMOTE,9,0.9939041285674702,0.9937888198757764,0.998886104149262,0.9667673716012085,0.9963888888888889,0.9800918836140888,3591.0,662.0,3587,22,640,4
19,DF5,BaggedTreeClassifier,SMOTE,10,0.9947600661886377,0.9936204146730463,0.9988922736084187,0.9704049844236761,0.996821887522454,0.9818754925137906,3611.0,642.0,3607,19,623,4
20,DF5,BaggedTreeClassifier,Random Under Sampler,1,0.9942513003011224,0.9816971713810316,0.996980510568213,0.9656301145662848,0.9956140350877194,0.9735973597359735,3643.0,611.0,3632,21,590,11
21,DF5,BaggedTreeClassifier,Random Under Sampler,2,0.9969613259668508,0.9637223974763407,0.9936674008810573,0.9823151125401929,0.995311638168781,0.9729299363057325,3632.0,622.0,3609,11,611,23
22,DF5,BaggedTreeClassifier,Random Under Sampler,3,0.9961261759822911,0.978125,0.9961261759822911,0.978125,0.9961261759822911,0.978125,3614.0,640.0,3600,14,626,14
23,DF5,BaggedTreeClassifier,Random Under Sampler,4,0.9931072511717673,0.9872408293460925,0.9977839335180055,0.9611801242236024,0.9954400994887385,0.974036191974823,3610.0,644.0,3602,25,619,8
24,DF5,BaggedTreeClassifier,Random Under Sampler,5,0.995850622406639,0.9796557120500783,0.996401882092444,0.9765990639625585,0.996126175982291,0.978125,3613.0,641.0,3600,15,626,13
25,DF5,BaggedTreeClassifier,Random Under Sampler,6,0.9955825510767532,0.9889064976228209,0.9980625518959314,0.975,0.9968210089841051,0.981904012588513,3613.0,640.0,3606,16,624,7
26,DF5,BaggedTreeClassifier,Random Under Sampler,7,0.9949986107252015,0.981651376146789,0.9966601725577512,0.9727272727272728,0.9958286985539488,0.9771689497716896,3593.0,660.0,3581,18,642,12
27,DF5,BaggedTreeClassifier,Random Under Sampler,8,0.9944320712694877,0.983358547655068,0.9969299469718114,0.9701492537313433,0.9956794425087108,0.9767092411720512,3583.0,670.0,3572,20,650,11
