,dataset,model,data balancing technique,fold,precision_1,precision_2,recall_1,recall_2,f1-score_1,f1-score_2,support_1,support_2,TP,FP,TN,FN
0,DF8,Fast Text - train_supervised,None,1,0.9901907356948229,0.9845890410958904,0.9975295086467197,0.9410801963993454,0.9938465745931903,0.9623430962343097,3643.0,611.0,3634,36,575,9
1,DF8,Fast Text - train_supervised,None,2,0.9923413566739606,0.9933110367892977,0.998898678414097,0.954983922829582,0.995609220636663,0.9737704918032787,3632.0,622.0,3628,28,594,4
2,DF8,Fast Text - train_supervised,None,3,0.9933957072096863,0.9935483870967742,0.9988931931377975,0.9625,0.9961368653421634,0.9777777777777777,3614.0,640.0,3610,24,616,4
3,DF8,Fast Text - train_supervised,None,4,0.99173781327458,0.985553772070626,0.9975069252077562,0.953416149068323,0.9946140035906643,0.9692186266771903,3610.0,644.0,3601,30,614,9
4,DF8,Fast Text - train_supervised,None,5,0.9931186347371318,0.9919484702093397,0.9986161084970938,0.9609984399375975,0.9958597847088049,0.9762282091917591,3613.0,641.0,3608,25,616,5
5,DF8,Fast Text - train_supervised,None,6,0.9931110498759989,0.9855769230769231,0.9975089952947689,0.9609375,0.9953051643192488,0.9731012658227849,3613.0,640.0,3604,25,615,9
6,DF8,Fast Text - train_supervised,None,7,0.9919845218352681,0.9937007874015747,0.9988867241859171,0.956060606060606,0.9954236582998197,0.9745173745173745,3593.0,660.0,3589,29,631,4
7,DF8,Fast Text - train_supervised,None,8,0.9911332779163203,0.9906832298136646,0.998325425620988,0.9522388059701492,0.9947163515016685,0.9710806697108066,3583.0,670.0,3577,32,638,6
8,DF8,Fast Text - train_supervised,None,9,0.9892443463872035,0.9936204146730463,0.998886104149262,0.9410876132930514,0.9940418456422336,0.9666408068269977,3591.0,662.0,3587,39,623,4
9,DF8,Fast Text - train_supervised,None,10,0.9944827586206897,0.9904458598726115,0.998338410412628,0.9688473520249221,0.9964068546158099,0.9795275590551181,3611.0,642.0,3605,20,622,6
10,DF8,Fast Text - train_supervised,Random Under Sampler,1,0.9944552259495426,0.9134466769706336,0.9846280538018117,0.967266775777414,0.9895172413793105,0.9395866454689984,3643.0,611.0,3587,20,591,56
11,DF8,Fast Text - train_supervised,Random Under Sampler,2,0.9958344904193279,0.9295558958652373,0.9873348017621145,0.9758842443729904,0.9915664316327942,0.952156862745098,3632.0,622.0,3586,15,607,46
12,DF8,Fast Text - train_supervised,Random Under Sampler,3,0.9958217270194986,0.9412650602409639,0.9892086330935251,0.9765625,0.9925041643531372,0.9585889570552147,3614.0,640.0,3575,15,625,39
13,DF8,Fast Text - train_supervised,Random Under Sampler,4,0.993863319386332,0.929745889387145,0.9869806094182826,0.9658385093167702,0.9904100069492703,0.9474485910129474,3610.0,644.0,3563,22,622,47
14,DF8,Fast Text - train_supervised,Random Under Sampler,5,0.9963503649635036,0.9075144508670521,0.982286188762801,0.9797191887675507,0.9892682926829268,0.9422355588897224,3613.0,641.0,3549,13,628,64
15,DF8,Fast Text - train_supervised,Random Under Sampler,6,0.9957841483979764,0.8992805755395683,0.9806255189593136,0.9765625,0.9881467019941431,0.9363295880149812,3613.0,640.0,3543,15,625,70
16,DF8,Fast Text - train_supervised,Random Under Sampler,7,0.9952004517221908,0.9043600562587905,0.9810743111605901,0.9742424242424242,0.9880868955851436,0.938001458789205,3593.0,660.0,3525,17,643,68
17,DF8,Fast Text - train_supervised,Random Under Sampler,8,0.994091164884637,0.9284692417739628,0.9860452135082334,0.9686567164179104,0.990051842510859,0.9481373265157048,3583.0,670.0,3533,21,649,50
18,DF8,Fast Text - train_supervised,Random Under Sampler,9,0.9935483870967742,0.9287790697674418,0.98635477582846,0.9652567975830816,0.98993851313583,0.9466666666666667,3591.0,662.0,3542,23,639,49
19,DF8,Fast Text - train_supervised,Random Under Sampler,10,0.9974825174825175,0.9336283185840708,0.9875380780947106,0.985981308411215,0.9924853882549401,0.9590909090909092,3611.0,642.0,3566,9,633,45
20,DF8,Fast Text - train_supervised,Random Over Sampler,1,0.9904606159716544,0.9846153846153847,0.9975295086467197,0.9427168576104746,0.9939824945295405,0.9632107023411371,3643.0,611.0,3634,35,576,9
21,DF8,Fast Text - train_supervised,Random Over Sampler,2,0.9928786633798959,0.988391376451078,0.9980726872246696,0.9581993569131833,0.9954689001784979,0.9730612244897959,3632.0,622.0,3625,26,596,7
22,DF8,Fast Text - train_supervised,Random Over Sampler,3,0.9942132818958391,0.9904,0.9983397897066962,0.9671875,0.9962722628744994,0.9786561264822135,3614.0,640.0,3608,21,619,6
23,DF8,Fast Text - train_supervised,Random Over Sampler,4,0.99173781327458,0.985553772070626,0.9975069252077562,0.953416149068323,0.9946140035906643,0.9692186266771903,3610.0,644.0,3601,30,614,9
24,DF8,Fast Text - train_supervised,Random Over Sampler,5,0.993390250619664,0.9903691813804173,0.9983393301965126,0.9625585023400937,0.995858641634456,0.9762658227848101,3613.0,641.0,3607,24,617,6
25,DF8,Fast Text - train_supervised,Random Over Sampler,6,0.9936551724137931,0.982484076433121,0.9969554386936064,0.9640625,0.9953025697706548,0.9731861198738171,3613.0,640.0,3602,23,617,11
26,DF8,Fast Text - train_supervised,Random Over Sampler,7,0.9930824571112341,0.9937402190923318,0.9988867241859171,0.9621212121212122,0.9959761343138616,0.9776751347190147,3593.0,660.0,3589,25,635,4
27,DF8,Fast Text - train_supervised,Random Over Sampler,8,0.991953385127636,0.987673343605547,0.9977672341613173,0.9567164179104478,0.994851815778489,0.9719484457922669,3583.0,670.0,3575,29,641,8
28,DF8,Fast Text - train_supervised,Random Over Sampler,9,0.9911455451023796,0.9859154929577465,0.9974937343358395,0.9516616314199395,0.9943095072866065,0.9684857801691007,3591.0,662.0,3582,32,630,9
29,DF8,Fast Text - train_supervised,Random Over Sampler,10,0.9955776672194583,0.9858267716535433,0.9975076156189421,0.9750778816199377,0.9965417070134182,0.9804228660924041,3611.0,642.0,3602,16,626,9
